书名,原书名,作者,翻译,出版社,丛书,出版日期,ISBN,页数,定价,标签,阅读状态,豆瓣评分,豆瓣评论人数,豆瓣地址
卓有成效的程序员: 一本揭示高效程序员的思考模式，一本告诉你如何缩短你与优秀程序员的差距, The Productive Programmer,Neal Ford , 熊节 , 机械工业出版社,, 2009-3,9787111264064,216, 45.00元,,想读,8.1,855,https://book.douban.com/subject/3558788/
几乎没有记忆: 莉迪亚·戴维斯小说集, Almost No Memory,[美] 莉迪亚·戴维斯 , 吴永熹 , 重庆大学出版社,莉迪亚·戴维斯作品, 2015-1,9787562486787,332, 39.50元,,想读,7.7,1007,https://book.douban.com/subject/26264210/
我们夜里在美术馆谈恋爱,,文珍 ,, 中信出版社,, 2014-11,9787508648200,352, 36.00元,,想读,7.2,1344,https://book.douban.com/subject/26236436/
疑问集, Libro de las preguntas,[智利] 巴勃罗 • 聂鲁达 , 陈黎、张芬龄 , 南海出版公司,新经典文库：巴勃罗·聂鲁达作品, 2015-1,9787544274388,80, 25.00元,,想读,8.3,1982,https://book.douban.com/subject/25986497/
文明之光（第一册）,,吴军 ,, 人民邮电出版社,文明之光, 2014-6-25,9787115358547,320, 59.00元,,想读,9,3873,https://book.douban.com/subject/25902942/
数学之美,,吴军 ,, 人民邮电出版社,, 2012-5-1,9787115282828,272, 45.00元,,想读,8.7,9575,https://book.douban.com/subject/10750155/
美国大城市的死与生（纪念版）,,[加拿大] 简·雅各布斯 , 金衡山 , 译林出版社,译林·城市故事, 2006-8,9787544701211,424, 34.50元,,想读,8.6,4514,https://book.douban.com/subject/1870268/
美国总统制: 美国总统制, The American Presidency,[美国] 查尔斯·琼斯 , 毛维准 , 译林出版社,牛津通识读本, 2013-2-28,9787544731751,384, 25.00元,,想读,7.2,275,https://book.douban.com/subject/21372193/
编译原理: 原理、技术与工具,,Alfred V. Aho、Monica S.Lam、Ravi Sethi、Jeffrey D. Ullman , 赵建华、郑滔、戴新宇 , 机械工业出版社,计算机科学丛书, 2008年12月,9787111251217,631, 89.00元,,想读,9.1,862,https://book.douban.com/subject/3296317/
具体数学: 计算机科学基础（第2版）, Concrete Mathematics: A Foundation for Computer Science,Ronald L.Graham、Oren Patashnik、Donald E.Knuth , 张凡、张明尧 , 人民邮电出版社,图灵计算机科学丛书, 2013-4-1,9787115308108,562, 99.00元,,想读,9.6,270,https://book.douban.com/subject/21323941/
离散数学及其应用（原书第6版）, Discrete Mathematics and Its Applications(Sixth Edition),[美] Kenneth H. Rosen , 袁崇义、屈婉玲、张桂芸 [等] , 机械工业出版社,计算机科学丛书, 2011-7,9787111350392,685, 99.00元,,想读,9,100,https://book.douban.com/subject/6558200/
算法：C语言实现: (第1～4部分)基础知识、数据结构、排序及搜索,,塞奇威克 , 霍红卫 , 机械工业出版社,计算机科学丛书, 2009-10,9787111275718,456, 79.00元,,想读,8.7,188,https://book.douban.com/subject/4065258/
应用密码学：协议、算法与C源程序（原书第2版）, Applied Cryptography: Protocols. Algorithms. and Source Code in C,（美）Bruce Schneier , 吴世忠、祝世雄、张文政 等 , 机械工业出版社,计算机科学丛书, 2014-1,9787111445333,,79,,想读,8.3,35,https://book.douban.com/subject/25772389/
编程珠玑（续）, More Programming Pearls: Confessions of a Coder,[美] Jon Bentley , 钱丽艳、刘田 等 , 人民邮电出版社,图灵程序设计丛书·程序员修炼系列, 2011-5,9787115251510,196, 35.00 元,,想读,8.2,147,https://book.douban.com/subject/6124333/
精通正则表达式: 第3版,,[美] Jeffrey E.F.Friedl , 余晟 , 电子工业出版社,, 2012-7,9787121175015,515, 89.00元,,想读,9.2,35,https://book.douban.com/subject/11589967/
C++编程思想（两卷合订本）, Thinking in C++：Volume One：Introduction to Standard C++. Second Edition &amp; Volume Two：Practical Programming,（美）Bruce Eckel、（美）Chuck Allison , 刘宗田、袁兆山、潘秋菱、刁成嘉 , 机械工业出版社,计算机科学丛书, 2011-7,9787111350217,927, 116.00元,,想读,8.5,75,https://book.douban.com/subject/6558198/
STL源码剖析,,侯捷 ,, 华中科技大学出版社,, 2002-6,9787560926995,493, 68.00元,,想读,8.7,1269,https://book.douban.com/subject/1110934/
C Primer Plus: （第五版）,,Stephen Prata、云巅工作室 , 云巅工作室 , 人民邮电出版社,, 2005-2-1,9787115130228,626, 60.00元,,想读,9.1,1757,https://book.douban.com/subject/1240002/
C专家编程, Expert C Programming: Deep C Secrets,Peter Van Der Linden , 徐波 , 人民邮电出版社,C和C++经典著作, 2008-2,9787115171801,291, 45.00元,,想读,9.2,1905,https://book.douban.com/subject/2377310/
汇编语言的编程艺术, The Art of Assembly Language,作　者： [美]Randall Hyde , 包战、马跃 , 清华大学出版社,, 2011-12-1,9787302263739,582, 69.80元,,想读, ,,https://book.douban.com/subject/7059709/
计算机科学概论（第11版）, Computer Science: An Overview,J. Glenn Brookshear , 刘艺、肖成海、马小会、毛倩倩 , 人民邮电出版社,图灵计算机科学丛书, 2011-10-1,9787115261960,411, 69.00元,,想读,9.2,293,https://book.douban.com/subject/6862061/
编程之美: 微软技术面试心得,,《编程之美》小组 编 ,, 电子工业出版社,, 2008-3,9787121060748,327, 40.00元,,想读,8.4,3097,https://book.douban.com/subject/3004255/
法律之门,,[美] 博西格诺 等 , 邓子滨 , 华夏出版社,, 2002-1,9787508026411,786, 89.00元,,想读,9.1,121,https://book.douban.com/subject/1066113/
编程之道, the Tao of Programming,杰弗雷﹒詹姆斯 ,, 清华大学出版社,, 1999-05,9787302036128,56, 18.00元,,想读,8.4,98,https://book.douban.com/subject/1271597/
梦断代码, Dreaming in Code,Scott Rosenberg , 韩磊 , 电子工业出版社,,2008.06,9787121066795,336, 49.00元,,想读,7.8,880,https://book.douban.com/subject/3142280/
ACE程序员指南: 网络与系统编程的实用设计模式, The ACE Programmer&#39;s Guide: Practical Design Patterns for Network and Systems Programming,[美] Stephen D. Huston、James CE Johnson、Umar Syyid , 马维达 , 中国电力出版社,, 2004-11,9787508327341,374, 48.00元, ACE C++ 网络编程,想读,7.8,56,https://book.douban.com/subject/1192062/
Windows高级编程指南, Advanced Windows (3rd Ed),（美）Jeffrey Richter , 王书洪、刘光明 , 清华大学出版社,, 1999-6-1,9787302033288,805, 99.00元, MFC C/C++ windows,想读, ,,https://book.douban.com/subject/1231669/
论邪恶: 恐怖行为忧思录, On Evil,[英] 特里·伊格尔顿 , 林雅华 , 湖南人民出版社,, 2014-7,9787543887336,224,29.8, 邪恶,想读,7.4,104,https://book.douban.com/subject/25875954/
Windows网络编程, Network Programming for Microsoft Windows,Anthony Jones、Jim Ohlund , 杨合庆 , 清华大学出版社,, 1900-01-01,9787302059479,458, 78.00元, Windows 网络编程 Windows编程 C/C++,想读,7.7,69,https://book.douban.com/subject/1231968/
编程珠玑: 第2版, Programming Pearls Second Edition,Jon Bentley , 黄倩、钱丽艳 , 人民邮电出版社,图灵程序设计丛书·程序员修炼系列, 2008-10,9787115179289,228, 39.00元, 编程 编程艺术 程序设计 软件开发,想读,9.1,2006,https://book.douban.com/subject/3227098/
黑客与画家: 硅谷创业之父Paul Graham文集, Hackers and Painters: Big Ideas from the Computer Age,[美] Paul Graham , 阮一峰 , 人民邮电出版社,, 2011-4,9787115249494,264, 49.00元, 软件工程 程序员 计算机 黑客 编程 软件开发,想读,8.7,16763,https://book.douban.com/subject/6021440/
技术的本质（经典版）: 技术是什么，它是如何进化的, THE NATURE OF TECHNOLOGY ：What It Is and How It Evolves,[美]布莱恩·阿瑟(W.Brian Arthur) , 曹东溟、王健 , 浙江人民出版社,, 2018-6-1,9787213087912,259, 79.90元, 技术思想,已读,8.4,48,https://book.douban.com/subject/30234043/
现代宏观经济学: 起源、发展和现状, Modern Macroeconomics : Its Origins. Development and Current State,[英] 布莱恩·斯诺登、[英] 霍华德·R. 文 , 佘江涛 , 江苏人民出版社,, 2009-3,9787214050250,634, 45.00元, 宏观经济学 经济学史,已读,9.4,128,https://book.douban.com/subject/3518436/
人人时代: 无组织的组织力量, Here comes everybody: The Power of Organizing Without Organizations,[美]克莱•舍基（Clay Shirky） , 胡泳、沈满琳 , 中国人民大学出版社,, 2012-8,9787300159331,264, 49.90元, 新媒体 社会学 互联网 社交网络,已读,7.5,498,https://book.douban.com/subject/11599407/
魏晋南北朝史,,王仲荦 ,, 上海人民出版社,中国断代史系列, 2003-4-1,9787208042155,994, 66.00元, 王仲荦 中国断代史 魏晋南北朝 历史,已读,8.6,476,https://book.douban.com/subject/1008176/
从0到1: 开启商业与未来的秘密, Zero to One: Notes on Startups. or How to Build the Future,彼得·蒂尔、布莱克·马斯特斯 , 高玉芳 , 中信出版股份有限公司,奇点系列, 2015-1-1,9787508649719,260, CNY 45.00, 互联网 创业 思维 管理 新经济,已读,7.6,21774,https://book.douban.com/subject/26297606/
闲话IT项目管理,,曹亚波 ,, 电子工业出版社,, 2016-5,9787121284427,364, 49.8元, 项目管理 技术 IT,已读,7.8,16,https://book.douban.com/subject/26792389/
从陈桥到厓山,,虞云国 ,, 九州出版社,长河文丛, 2016-9,9787510845680,320,45, 历史 宋朝 虞云国,已读,8,179,https://book.douban.com/subject/26872933/
认知盈余: 自由时间的力量, Cognitive surplus : creativity and generosity in a connected age,[美] 克莱·舍基 , 胡泳、哈丽丝 , 中国人民大学出版社,湛庐文化· 商业智慧, 2011-12,9787300148120,232, 49.80元, 互联网 社会学 克莱·舍基,已读,7.1,2285,https://book.douban.com/subject/7007666/
TCP/IP入门经典: 第4版,,Joe Casad , 井中月 , 人民邮电出版社,入门经典, 2009-5,9787115204561,283, 39.00元, 计算机网络 tcp/ip,已读,8.9,28,https://book.douban.com/subject/3691313/
魏晋南北朝简史, 魏晉南北朝史,劳榦 ,, 中华书局,, 2018-9,9787101132045,242,49, 魏晋南北朝 劳榦 中国 历史,已读,8.1,47,https://book.douban.com/subject/30335111/
程序是怎样跑起来的,,[日] 矢泽久雄 , 李逢俊 , 人民邮电出版社,图灵程序设计丛书, 2015-4,9787115385130,272, 39.00元, 计算机科学 日本 编程,已读,8,422,https://book.douban.com/subject/26365491/
国史讲话：宋蒙三百年: 宋蒙三百年,,顾颉刚 , 世纪文景, 世纪文景/上海人民出版社,国史讲话, 2015-7,9787208129894,192, 36.00元, 国史讲话 历史 顾颉刚 宋,已读,7.4,166,https://book.douban.com/subject/26437144/
人类简史: 从动物到上帝, A brief history of humankind,[以色列] 尤瓦尔·赫拉利 , 林俊宏 , 中信出版社,“中信史学大师畅销经典”系列, 2014-11,9787508647357,440, CNY 68.00, 哲学 人类学 社会学 人类简史,已读,9.1,95658,https://book.douban.com/subject/25985021/
北镇势力与北朝政治文化,,苏小华 ,, 中国社会科学出版社,, 2012-10,9787516115619,291, 55.00元, 魏晋南北朝 北鎮 历史 北朝 隋唐,已读,7.6,85,https://book.douban.com/subject/20432156/
魏晋南北朝隋唐史讲义,,唐长孺 ,, 中华书局,大学用书, 2012-10-1,9787101089684,342, 23.00元, 魏晋南北朝 唐长儒 历史 魏晋南北朝史 中国历史 中华书局,已读,7.5,113,https://book.douban.com/subject/20391403/
国史讲话：春秋,,顾颉刚、童书业 , 世纪文景, 世纪文景/上海人民出版社,国史讲话, 2015-7,9787208129917,270, 39.00元, 历史 中国 春秋 顾颉刚 国史讲话,已读,7.7,248,https://book.douban.com/subject/26437121/
十六国北朝权力嬗代新探,,杨学跃 ,, 中国社会科学出版社,, 2016-2,9787516175217,262, 66.00元, 中古史 魏晋南北朝 历史学,已读,5.6,10,https://book.douban.com/subject/26764590/
深入理解C#（第3版）, C# in depth,斯基特 (Jon Skeet) , 姚琪琳 , 人民邮电出版社,, 2014-4-1,9787115346421,490, 99.00元, C# 计算机科学 程序设计 .NET,已读,9,108,https://book.douban.com/subject/25843328/
三国史话,,吕思勉 ,, 生活·读书·新知三联书店,中学图书馆文库, 2012-10,9787108040077,171, 28.00元, 吕思勉 三国,已读,8.2,293,https://book.douban.com/subject/20379797/
软技能: 代码之外的生存指南, Soft Skills: The software developer&#39;s life manual,John Sonmez , 王小刚 , 人民邮电出版社,, 2016-7,9787115429476,480, 59.00元, 个人管理 软技能 软件开发,已读,8,993,https://book.douban.com/subject/26835090/
吴晗论明史,,吴晗 ,, 天津人民出版社,, 2015-11,9787201098890,600, 49.80元, 明史 吴晗,已读,8.7,31,https://book.douban.com/subject/26683308/
Git版本控制管理: Git版本控制管理,,罗力格 ,, 东南大学出版社,, 2010-6,9787564122607,310, 52.00元, Git 软件工程 版本管理,已读,8.3,59,https://book.douban.com/subject/5311565/
领导力的36个关键: 荣获2018年度AXIOM年度商业图书银奖！,,【美】戴安娜•布赫（Dianna Booher） , 美同 , 北京联合出版公司,, 2018-4,9787559601421,208, 49.00元, 职场 领导力 管理,已读,6.9,50,https://book.douban.com/subject/30163684/
中国历代行政区划的变迁,,周振鹤 ,, 中国国际广播出版社,, 2010-1,9787507831856,145, 15.50元, 地方政制 中国 区域划分 行政区划 古代中国 历史地理,已读,8.7,96,https://book.douban.com/subject/4926524/
东晋门阀政治,,田余庆 ,, 北京大学出版社,博雅英华, 2012-5,9787301204351,348, 49.00元, 魏晋南北朝 門閥政治 田余庆,已读,9.4,3147,https://book.douban.com/subject/10758290/
修改代码的艺术, Working Effectively with Legacy Code,（美）Michael C. Feathers , 侯伯薇 , 机械工业出版社,华章科技·名家经典系列, 2014-6-15,9787111466253,328,79, 软件开发 软件工程 代码重构,已读,6.8,17,https://book.douban.com/subject/25904007/
学史门径详说,,吕思勉 著、张耕华 编 ,, 东方出版社,, 2018-1,9787506099738,304, 45.00元, 吕思勉 张耕华 历史 入門,已读,9.5,25,https://book.douban.com/subject/27601733/
唐代藩镇研究,,张国刚 ,, 中国人民大学出版社,当代中国人文大系, 2010-1-1,9787300114644,220, 28.00元, 藩镇 唐代,已读,8.5,353,https://book.douban.com/subject/4248139/
中国通史,,吕思勉 ,, 群言出版社,, 2016-2,9787519300203,507,45, 吕思勉 通史 中国,已读,9.1,1072,https://book.douban.com/subject/26771878/
Effective Modern C++ 简体中文版: 42招独家技巧助您改善C++11和C++14的高效用法, Effective Modern C++,Scott Meyers , 高博 , 中国电力出版社,, 2018-4-23,9787519817749,290,99, C++ 程序设计,已读,9.2,40,https://book.douban.com/subject/30178902/
软件开发本质论: 求简约、体现价值、逐步构建, The Nature of Software Development,Ron Jeffries , 王凌云 , 人民邮电出版社图灵分社,图灵程序设计丛书·程序员修炼系列, 2017-1,9787115441102,160,39, 敏捷开发 软件工程 计算机,已读,7.3,46,https://book.douban.com/subject/26928913/
生产微服务: 在工程组织范围内构建标准化的系统, Production-Ready Microservices: Building Standardized Systems Across an Engineering Organization,【美】Susan J. Fowler（苏珊 J. 福勒） , 薛命灯 , 电子工业出版社,, 2017-9,9787121324338,144,55, 软件工程 微服务,已读,8,46,https://book.douban.com/subject/27127050/
微服务设计,,[英] Sam Newman , 崔力强、张　骏 , 人民邮电出版社,, 2016-5,9787115420268,228, 69.00元, 软件架构 微服务,已读,8.2,601,https://book.douban.com/subject/26772677/
二十首情诗和一首绝望的歌, VEINTE POEMAS DE AMOR Y UNA CANCIÓN DESESPERADA. LOS VERSOS DEL CAPITÁN. CIEN SONETOS DE AMOR,[智利] 巴勃罗·聂鲁达 , 陈黎、张芬龄 , 南海出版公司,新经典文库：巴勃罗·聂鲁达作品, 2014-6,9787544270779,304, 39.50元, 巴勃罗·聂鲁达 诗 文学,已读,8.3,5269,https://book.douban.com/subject/25858680/
穷忙, THE WORKING POOR,(美) 希普勒 , 陈丽丽 , 上海译文出版社,译文纪实, 2015-1,9787532768158,360,45, 社会分层 经济 纪实,已读,7.3,720,https://book.douban.com/subject/26270320/
设计模式: 可复用面向对象软件的基础, Design Patterns: Elements of Reusable Object-Oriented Software,[美] Erich Gamma、Richard Helm、Ralph Johnson、John Vlissides , 李英军、马晓星、蔡敏、刘建中 等 , 机械工业出版社,计算机科学丛书, 2000-9,9787111075752,254, 35.00元, 设计模式,已读,9.1,2791,https://book.douban.com/subject/1052241/
C程序设计语言: 第 2 版·新版, The C Programming Language,（美）Brian W. Kernighan、（美）Dennis M. Ritchie , 徐宝文、李志译、尤晋元审校 , 机械工业出版社,计算机科学丛书, 2004-1,9787111128069,258, 30.00元, C,已读,9.4,4302,https://book.douban.com/subject/1139336/
C安全编码标准, The CERT C Secure Coding Standard,Robert C. Seacord , 徐波 , 机械工业出版社,开发人员专业技术丛书, 2010-1,9787111284420,496, 69.00元, c,已读,9,20,https://book.douban.com/subject/4149534/
C语言接口与实现: 创建可重用软件的技术, C Interfaces and Implementations: Techniques for Creating Reusable Software,David R. Hanson , 郭旭 , 人民邮电出版社,, 2011-9,9787115260314,368, 75.00元, C 接口 经典,已读,9.1,118,https://book.douban.com/subject/6801697/
C陷阱与缺陷: C语言调试指南, C Traps and Pitfalls,凯尼格 , 高巍 , 人民邮电出版社,C和C++经典著作, 2008-2-1,9787115171795,172, 30.00元, c语言 经典,已读,8.9,1301,https://book.douban.com/subject/2778632/
C和指针, Pointers on C,Kenneth A.Reek , 徐波 , 人民邮电出版社,C和C++经典著作, 2008 年4月,9787115172013,448, 65.00元, C/C++,已读,9,1360,https://book.douban.com/subject/3012360/
More Effective C++（中文版）: 35个改善编程与设计的有效方法,,梅耶(Scott Meyers) , 侯捷 , 电子工业出版社,传世经典书丛, 2011-1-1,9787121125706,317, 59.00元, 编程,已读,9.2,276,https://book.douban.com/subject/5908727/
Effective C++: 改善程序与设计的55个具体做法(第3版), Effective C++:55 Specific Ways to Improve Your Programs and Designs.3rd Edition,梅耶 (Scott Meyers) , 侯捷 , 电子工业出版社,传世经典书丛, 2011-1-1,9787121123320,297, 65.00元, C/C++,已读,9.6,576,https://book.douban.com/subject/5387403/
Head First 设计模式（中文版）,,弗里曼 , O&#39;Reilly Taiwan公司 , 中国电力出版社,O&#39;Reilly深入浅出系列, 2007-9,9787508353937,637, 98.00元, 设计模式 软件工程,已读,9.2,2883,https://book.douban.com/subject/2243615/
UNIX编程艺术,,Eric S. Raymond , 姜宏、何源、蔡晓俊 , 电子工业出版社,, 2006-2,9787121021169,525, 59.00元, 软件开发 开源 unix linux 编程艺术,已读,9,2090,https://book.douban.com/subject/1467587/
持续集成: 软件质量改进和风险降低之道, Continuous Integration,王海鹏 ,, 电子工业出版社,Jolt大奖精选丛书, 2012-6,9787121148699,239, 59.00元, 项目管理 软件工程,已读,7.5,44,https://book.douban.com/subject/10769596/
设计模式解析: A New Perspective on Object-Oriented Design, Design Patterns Explained:A New Perspective on Object-Oriented Design,ALAN SHALLOWAY、JAMES R.TROTT , 徐言声 , 人民邮电出版社,图灵程序设计丛书·程序员修炼系列, 2006-10,9787115150950,296, 45.00元, 设计模式 软件工程,已读,8.3,286,https://book.douban.com/subject/1850191/
旧制度与大革命, L&#39;ancien régime et la révolution,[法] 托克维尔 , 冯棠、桂裕芳、张芝联 , 商务印书馆,商务·权威全译本, 2012-8,9787100093552,320, 48.00元, 法国大革命 历史 政治学,已读,8.6,2453,https://book.douban.com/subject/11607261/
编写可读代码的艺术, The Art of Readable Code,Boswell. D.、Foucher. T. , 尹哲、郑秀雯 , 机械工业出版社,, 2012-7-10,9787111385448,240, 59.00元, 程序员 软件工程,已读,8.7,833,https://book.douban.com/subject/10797189/
面向对象分析与设计, Object-oriented analysis and design with applications,Grady Booch、Robert A.Maksimchuk、Michael W.Engle、Bobbi J.Young , 王海鹏、潘加宇 , 电子工业出版社,Jolt大奖精选丛书, 2012-7,9787121173899,575, 99.00元,,已读,8,43,https://book.douban.com/subject/11509672/
代码整洁之道, Clean Code: A Handbook of Agile Software Craftsmanship,[美]Robert C. Martin , 韩磊 , 人民邮电出版社,, 2010-1-1,9787115216878,388, 59.00元, 软件工程 方法论,已读,8.6,1479,https://book.douban.com/subject/4199741/
性的起源: 第一次性革命的历史, The Origins of Sex : A History of the First Sexual Revolution,[英] 法拉梅兹·达伯霍瓦拉(Faramerz Dabhoiwala) , 杨朗 , 译林出版社,人文与社会译丛, 2015-3,9787544752190,491, 58.00元, 社会学 英国 心理学 性学,已读,6.9,164,https://book.douban.com/subject/26286733/
重构: 改善既有代码的设计, Refactoring: Improving the Design of Existing Code,Martin Fowler , 熊节 , 中国电力出版社,, 2003-8-1,9787508315546,464, 68.00元, 软件工程 重构,已读,9,2044,https://book.douban.com/subject/1229923/
C++Templates中文版,,David Vandevoorde、Nicolai M.Josuttis , 陈伟柱 , 人民邮电出版社,C和C++经典著作, 2008-2,9787115171818,497, 69.00元, C/C++ 模板 经典,已读,8.5,164,https://book.douban.com/subject/2378124/
C++标准程序库: 自修教程与参考手册, The C++ Standard Library,[德] Nicolai M. Josuttis , 侯捷、孟岩 , 华中科技大学出版社,, 2002-9,9787560927824,800, 108.00元, C/C++ 标准库,已读,8.9,630,https://book.douban.com/subject/1110941/
C++语言的设计与演化, The Design and Evolution of C++,斯特劳斯特鲁普 , 裘宗燕 , 科学出版社,, 2012-3,9787030333469,400, 86.00元, C/C++ 历史,已读,9.2,96,https://book.douban.com/subject/10536031/
如何阅读一本书, How to Read a Book,[美] 莫提默·J. 艾德勒、查尔斯·范多伦 , 郝明义、朱衣 , 商务印书馆,, 2004-1,9787100040945,376, 38.00元, 方法论 阅读,已读,8.4,52223,https://book.douban.com/subject/1013208/
异类: 不一样的成功启示录, Outliers: The Story of Success,马尔科姆·格拉德威尔 , 苗飞 , 中信出版社,格拉德威尔经典系列, 2014-5,9787508643946,249, 36.00元, 社会学 成长 社会网络,已读,8,5607,https://book.douban.com/subject/25863621/
万物: 创世, Alpha...directions,[德] 延斯·哈德 , 王遥路、陈亮 , 后浪丨北京联合出版公司,后浪漫, 2015-4,9787550243279,372, 188.00元, 宇宙 漫画 历史,已读,8.9,2356,https://book.douban.com/subject/26314627/
岛上书店, The Storied Life of A. J. Fikry,[美] 加布瑞埃拉·泽文 , 孙仲旭、李玉瑶 , 江苏凤凰文艺出版社,读客全球顶级畅销小说文库：加·泽文作品, 2015-5-1,9787539971810,271, CNY 35.00, 小说 美国 美国文学,已读,7.6,105911,https://book.douban.com/subject/26340138/
深入实践C++模板编程,,温宇杰 ,, 机械工业出版社,实战系列, 2013-6,9787111427544,316, 69.00元, 模板编程 C++,已读,6.7,16,https://book.douban.com/subject/24745211/
月亮和六便士, The Moon and Sixpence,[英] 毛姆 , 傅惟慈 , 上海译文出版社,译文经典（精装本）, 2009-10,9787532749003,347, 32.00元, 毛姆 小说,已读,9.1,33997,https://book.douban.com/subject/4123116/
More Exceptional C++（中文版）: 40个新的工程难题、编程疑问及解决方法, More Exceptional C++: 40 New Engineering Puzzles. Programming Problems. and Solutions,（美）舒特　著，於春景　译 , 於春景 , 电子工业出版社,传世经典书丛, 2011-1,9787121125928,331, 59.00元, C/C++,已读,8.9,36,https://book.douban.com/subject/5908728/
汪篯汉唐史论稿,,汪篯 ,, 北京大学出版社,博雅英华, 2016-12,9787301277904,612, CNY 120.00, 汉唐史,已读,7.7,40,https://book.douban.com/subject/26936675/
Git团队协作, Git for Teams,[加] Emma Jane Hogbin Westby , 童仲毅 , 人民邮电出版社,, 2017-6,9787115454676,268, 69.00元, 团队协作 git,已读,7.2,29,https://book.douban.com/subject/27046286/
C++性能优化指南, Optimized C++: Proven Techniques for Heightened Performance,Kurt Guntheroth , 杨文轩 , 人民邮电出版社,, 2018-1-2,9787115471390,282, 89.00 元, C++ 性能提升,已读,8.2,13,https://book.douban.com/subject/27666339/
微习惯: 简单到不可能失败的自我管理法则, Mini Habits: Smaller Habits. Bigger Results,[美]斯蒂芬·盖斯、Stephen Guise , 桂君 , 后浪出版公司·江西人民出版社,, 2016-11,9787210086741,144, 38.00元, 自我管理 斯蒂芬·盖斯,已读,7.7,4011,https://book.douban.com/subject/26877306/
Boost程序库完全开发指南: 深入C++“准”标准库,,罗剑锋 ,, 电子工业出版社,, 2013-1-1,9787121190896,598, 99.00元, C++ boost,已读,7.3,30,https://book.douban.com/subject/20497556/
晚清之后是民国: 1916至1928年的中国,,赵焰 ,, 广西师范大学出版社,, 2014-6-1,9787549551583,432, 42.00元, 中国近代史,已读,8.9,390,https://book.douban.com/subject/25887394/
Vim实用技巧, Practical Vim,[英] Drew Neil , 杨源、车文隆 , 人民邮电出版社,, 2014-5-1,9787115338693,286, 59.00元, Vim 编辑器,已读,9.2,364,https://book.douban.com/subject/25869486/
容忍与自由,,胡适 ,, 云南人民出版社,, 2015-10-1,9787222137370,216,25, 人文社科 哲学 胡适,已读,8.7,1975,https://book.douban.com/subject/26674343/
程序员修炼之道: 从小工到专家, The Pragmatic Programmer: From Journeyman to Master,Andrew Hunt、David Thomas , 马维达 , 电子工业出版社,传世经典书丛, 2011-1,9787121123368,272, 55.00元, 程序员的修炼之道 经典,已读,8.8,958,https://book.douban.com/subject/5387402/
程序员的职业素养, The Clean Coder：A Code of Conduct for Professional Programmers,Robert C.Martin , 章显洲、余晟 , 人民邮电出版社,图灵程序设计丛书·程序员修炼系列, 2012-9-1,9787115291578,178, 49.00元, 软件工程 计算机-思想 职业素养,已读,8.7,586,https://book.douban.com/subject/11614538/
深度探索C++对象模型, Inside the C++ Object Model,斯坦利•B.李普曼 (Stanley B. Lippman) , 侯捷 , 电子工业出版社,传世经典书丛, 2012-1,9787121149528,320, 69.00元,,已读,8.9,257,https://book.douban.com/subject/10427315/
C#函数式程序设计: 经典编程技术在现代项目中的应用, Functional Programming in C#：Classic Programming Techniques for Modern Projects,(英)斯图姆(Sturm. O.) 著 , 吴文国 , 清华大学出版社,, 2013-1,9787302302346,254, 45.00元, C# 函数式编程,已读,8.1,13,https://book.douban.com/subject/20622776/
C++并发编程实战, C++ Concurrency in Action,Anthony Williams , 周全、梁娟娟、宋真真、许敏 , 人民邮电出版社,, 2015-5,9787115387325,360,69, 多线程 C++ 并发编程,已读,6,86,https://book.douban.com/subject/26386925/
简约之美: 软件设计之道, Code Simplicity : The Science of Development,[美] Max Kanat-Alexander , 余晟 , 人民邮电出版社,图灵程序设计丛书·程序员修炼系列, 2013-1,9787115302380,120, 25.00元, 软件开发 设计 软件设计,已读,7.2,157,https://book.douban.com/subject/20445258/
OpenCL in Action: How to Accelerate Graphics and Computations,,Matthew Scarpino ,, Manning Publications,, 2011-11-17,9781617290176,456, USD 59.99, C/C++ OpenCL 编程,已读,8.1,22,https://book.douban.com/subject/7163433/
OpenCL编程指南, OpenCL Programming Guide,Aaftab Munshi、Benedict R. Gaster、Timothy G. Mattson、James Fung、Dan Ginsburg , 苏金国、李璜、杨健康 , 机械工业出版社华章公司,华章程序员书库, 2012-12-1,9787111398493,404, 89.00元, 编程 C/C++ OpenCL,已读, ,,https://book.douban.com/subject/20385439/
程序员思维修炼,,亨特 (Andy Hunt) , 崔康 , 人民邮电出版社,图灵程序设计丛书·程序员修炼系列, 2015-1-1,9787115374936,215, CNY 49.00, 自我管理 计算机科学 软件开发 思维工具,已读,8.2,183,https://book.douban.com/subject/26268555/
大教堂与集市, The Cathedral &amp; the Bazaar: Musings on Linux and Open Source by an Accidental Revolutionary,[美] Eric S. Raymond , 卫剑钒 , 机械工业出版社,, 2014-5,9787111452478,194, 59.00元, 软件工程 黑客 经典,已读,8.4,730,https://book.douban.com/subject/25881855/
MacTalk 人生元编程,,池建强 ,, 人民邮电出版社,, 2014-2-1,9787115342232,316,45, 中国 软件开发 随笔 池建强,已读,7,1633,https://book.douban.com/subject/25826578/
Go 语言程序设计, Programming in Go,Mark Summerfield , 许式伟、吕桂华、徐立、何李石 , 人民邮电出版社,新锐编程语言集萃, 2013-8-1,9787115317902,354, CNY 69.00, golang go语言 编程 Programming 计算机 软件开发,已读,7,102,https://book.douban.com/subject/24869910/
